SEASON_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_NAME,GAME_ID,GAME_DATE,MATCHUP,WL,MIN,PTS,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PLUS_MINUS
22019,1610612744,GSW,Golden State Warriors,0021900351,2019-12-09,GSW vs. MEM,L,239,102,35,93,0.376,11,27.0,0.407,21,25,0.84,10.0,36.0,46.0,23,10,6,15,21,-8.0
22019,1610612744,GSW,Golden State Warriors,0021900325,2019-12-06,GSW @ CHI,W,240,100,38,71,0.535,9,24.0,0.375,15,22,0.682,6.0,33.0,39.0,24,9,4,19,19,2.0
22019,1610612744,GSW,Golden State Warriors,0021900306,2019-12-04,GSW @ CHA,L,240,91,36,78,0.462,9,23.0,0.391,10,15,0.667,6.0,31.0,37.0,18,7,3,16,12,-15.0
22019,1610612744,GSW,Golden State Warriors,0021900295,2019-12-02,GSW @ ATL,L,241,79,33,83,0.398,3,17.0,0.176,10,12,0.833,18.0,28.0,46.0,17,11,8,23,20,-25.0
22019,1610612744,GSW,Golden State Warriors,0021900290,2019-12-01,GSW @ ORL,L,240,96,36,91,0.396,6,23.0,0.261,18,23,0.783,15.0,31.0,46.0,21,6,5,10,17,-4.0
22019,1610612744,GSW,Golden State Warriors,0021900273,2019-11-29,GSW @ MIA,L,239,105,30,77,0.39,10,28.0,0.357,35,40,0.875,5.0,26.0,31.0,19,4,3,9,23,-17.0
22019,1610612744,GSW,Golden State Warriors,0021900266,2019-11-27,GSW vs. CHI,W,240,104,37,81,0.457,11,29.0,0.379,19,26,0.731,13.0,41.0,54.0,31,12,9,20,17,14.0
22019,1610612744,GSW,Golden State Warriors,0021900250,2019-11-25,GSW vs. OKC,L,239,97,37,89,0.416,9,20.0,0.45,14,16,0.875,9.0,32.0,41.0,27,10,7,12,17,-3.0
22019,1610612744,GSW,Golden State Warriors,0021900223,2019-11-22,GSW @ UTA,L,240,109,43,94,0.457,12,28.0,0.429,11,12,0.917,6.0,31.0,37.0,28,11,3,8,18,-4.0
22019,1610612744,GSW,Golden State Warriors,0021900208,2019-11-20,GSW @ DAL,L,239,94,35,90,0.389,8,27.0,0.296,16,25,0.64,9.0,25.0,34.0,18,7,5,9,16,-48.0
22019,1610612744,GSW,Golden State Warriors,0021900198,2019-11-19,GSW @ MEM,W,241,114,43,90,0.478,9,29.0,0.31,19,22,0.864,11.0,40.0,51.0,33,5,10,14,24,19.0
22019,1610612744,GSW,Golden State Warriors,0021900187,2019-11-17,GSW @ NOP,L,241,100,37,91,0.407,7,25.0,0.28,19,23,0.826,9.0,34.0,43.0,23,7,3,10,19,-8.0
22019,1610612744,GSW,Golden State Warriors,0021900173,2019-11-15,GSW vs. BOS,L,241,100,34,82,0.415,5,28.0,0.179,27,34,0.794,12.0,43.0,55.0,17,8,4,19,19,-5.0
22019,1610612744,GSW,Golden State Warriors,0021900159,2019-11-13,GSW @ LAL,L,241,94,36,89,0.404,9,35.0,0.257,13,17,0.765,10.0,23.0,33.0,29,8,7,17,14,-26.0
22019,1610612744,GSW,Golden State Warriors,0021900144,2019-11-11,GSW vs. UTA,L,240,108,45,94,0.479,10,31.0,0.323,8,14,0.571,8.0,36.0,44.0,23,8,2,10,24,-14.0
22019,1610612744,GSW,Golden State Warriors,0021900131,2019-11-09,GSW @ OKC,L,239,108,42,85,0.494,7,22.0,0.318,17,17,1.0,6.0,28.0,34.0,22,9,6,15,18,-6.0
22019,1610612744,GSW,Golden State Warriors,0021900120,2019-11-08,GSW @ MIN,L,265,119,43,103,0.417,10,35.0,0.286,23,24,0.958,13.0,36.0,49.0,18,12,9,20,26,-6.0
22019,1610612744,GSW,Golden State Warriors,0021900107,2019-11-06,GSW @ HOU,L,241,112,38,96,0.396,13,33.0,0.394,23,28,0.821,16.0,35.0,51.0,22,7,1,10,12,-17.0
22019,1610612744,GSW,Golden State Warriors,0021900096,2019-11-04,GSW vs. POR,W,241,127,42,86,0.488,10,26.0,0.385,33,36,0.917,8.0,39.0,47.0,28,4,4,10,17,9.0
22019,1610612744,GSW,Golden State Warriors,0021900083,2019-11-02,GSW vs. CHA,L,241,87,34,77,0.442,9,28.0,0.321,10,13,0.769,5.0,35.0,40.0,23,5,5,18,22,-6.0
22019,1610612744,GSW,Golden State Warriors,0021900076,2019-11-01,GSW vs. SAS,L,240,110,39,84,0.464,13,28.0,0.464,19,21,0.905,7.0,32.0,39.0,25,4,2,11,22,-17.0
22019,1610612744,GSW,Golden State Warriors,0021900065,2019-10-30,GSW vs. PHX,L,240,110,36,82,0.439,8,28.0,0.286,30,36,0.833,7.0,36.0,43.0,24,8,6,18,22,-11.0
22019,1610612744,GSW,Golden State Warriors,0021900047,2019-10-28,GSW @ NOP,W,240,134,51,104,0.49,14,35.0,0.4,18,24,0.75,19.0,42.0,61.0,37,8,2,18,22,11.0
22019,1610612744,GSW,Golden State Warriors,0021900036,2019-10-27,GSW @ OKC,L,239,92,30,92,0.326,5,33.0,0.152,27,31,0.871,12.0,27.0,39.0,17,13,2,14,15,-28.0
22019,1610612744,GSW,Golden State Warriors,0021900016,2019-10-24,GSW vs. LAC,L,238,122,39,99,0.394,15,42.0,0.357,29,30,0.967,15.0,27.0,42.0,27,7,0,13,21,-19.0
12019,1610612744,GSW,Golden State Warriors,0011900079,2019-10-18,GSW vs. LAL,W,241,124,38,93,0.409,18,46.0,0.391,30,37,0.811,19.0,37.0,56.0,24,15,6,17,32,21.0
12019,1610612744,GSW,Golden State Warriors,0011900068,2019-10-16,GSW @ LAL,L,241,93,31,85,0.365,7,33.0,0.212,24,27,0.889,9.0,25.0,34.0,10,9,3,18,20,-33.0
12019,1610612744,GSW,Golden State Warriors,0011900058,2019-10-14,GSW @ LAL,L,240,98,34,94,0.362,9,36.0,0.25,21,23,0.913,16.0,30.0,46.0,22,12,10,21,28,-6.0
12019,1610612744,GSW,Golden State Warriors,0011900035,2019-10-10,GSW vs. MIN,W,238,143,50,95,0.526,19,37.0,0.514,24,27,0.889,10.0,40.0,50.0,34,9,11,21,28,20.0
12019,1610612744,GSW,Golden State Warriors,0011900006,2019-10-05,GSW vs. LAL,L,240,101,35,89,0.393,11,42.0,0.262,20,26,0.769,10.0,37.0,47.0,20,10,2,16,27,-22.0
22019,1610612744,GSW,Golden State Warriors,1521900066,2019-07-12,GSW vs. LAL,L,200,87,32,82,0.39,7,31.0,0.226,16,20,0.8,13.0,29.0,42.0,13,10,3,11,21,3.2
22019,1610612744,GSW,Golden State Warriors,1521900058,2019-07-10,GSW @ DEN,W,201,73,29,66,0.439,2,15.0,0.133,13,15,0.867,7.0,27.0,34.0,10,11,7,20,20,-8.0
22019,1610612744,GSW,Golden State Warriors,1521900039,2019-07-08,GSW @ LAL,W,200,88,32,74,0.432,6,28.0,0.214,18,29,0.621,8.0,29.0,37.0,21,10,4,13,22,8.0
22019,1610612744,GSW,Golden State Warriors,1521900020,2019-07-07,GSW vs. TOR,W,201,80,28,70,0.4,12,27.0,0.444,12,13,0.923,6.0,37.0,43.0,18,8,3,20,25,10.0
22019,1610612744,GSW,Golden State Warriors,1521900007,2019-07-05,GSW vs. CHA,L,200,85,33,85,0.388,11,40.0,0.275,8,9,0.889,8.0,28.0,36.0,19,9,3,13,15,-8.0
22019,1610612744,GSW,Golden State Warriors,1321900005,2019-07-03,GSW vs. MIA,L,240,65,24,65,0.369,5,18.0,0.278,12,15,0.8,10.0,27.0,37.0,11,5,3,21,19,-6.0
22019,1610612744,GSW,Golden State Warriors,1321900003,2019-07-02,GSW vs. LAL,L,242,90,30,66,0.455,9,24.0,0.375,21,31,0.677,9.0,22.0,31.0,18,9,6,20,19,-7.6
22019,1610612744,GSW,Golden State Warriors,1321900002,2019-07-01,GSW @ SAC,L,240,77,27,65,0.415,6,28.0,0.214,17,24,0.708,7.0,29.0,36.0,13,7,4,17,25,-4.0
22019,1610612752,NYK,New York Knicks,0021900969,2020-03-11,NYK @ ATL,W,264,136,50,94,0.532,11,28.0,0.393,25,34,0.735,6.0,41.0,47.0,32,14,9,12,23,5.0
22019,1610612752,NYK,New York Knicks,0021900961,2020-03-10,NYK @ WAS,L,240,115,42,81,0.519,8,21.0,0.381,23,31,0.742,8.0,28.0,36.0,30,10,3,18,29,-7.0
22019,1610612752,NYK,New York Knicks,0021900955,2020-03-08,NYK vs. DET,W,241,96,36,82,0.439,6,19.0,0.316,18,25,0.72,13.0,38.0,51.0,15,10,5,9,16,12.0
22019,1610612752,NYK,New York Knicks,0021900932,2020-03-06,NYK vs. OKC,L,238,103,41,91,0.451,4,24.0,0.167,17,22,0.773,13.0,35.0,48.0,19,4,8,12,20,-23.0
22019,1610612752,NYK,New York Knicks,0021900921,2020-03-04,NYK vs. UTA,L,240,104,41,85,0.482,7,20.0,0.35,15,18,0.833,11.0,31.0,42.0,23,3,1,13,18,-8.0
22019,1610612752,NYK,New York Knicks,0021900903,2020-03-02,NYK vs. HOU,W,240,125,47,97,0.485,12,30.0,0.4,19,30,0.633,20.0,45.0,65.0,26,6,7,17,19,2.0
22019,1610612752,NYK,New York Knicks,0021900887,2020-02-29,NYK vs. CHI,W,240,125,47,85,0.553,8,20.0,0.4,23,33,0.697,17.0,33.0,50.0,29,6,4,16,19,10.0
22019,1610612752,NYK,New York Knicks,0021900873,2020-02-27,NYK @ PHI,L,241,106,42,83,0.506,8,23.0,0.348,14,24,0.583,9.0,30.0,39.0,28,2,3,8,11,-9.0
22019,1610612752,NYK,New York Knicks,0021900864,2020-02-26,NYK @ CHA,L,239,101,43,85,0.506,4,15.0,0.267,11,17,0.647,13.0,29.0,42.0,22,5,6,15,24,-6.0
22019,1610612752,NYK,New York Knicks,0021900853,2020-02-24,NYK @ HOU,L,240,112,40,91,0.44,11,29.0,0.379,21,30,0.7,16.0,38.0,54.0,20,12,8,17,21,-11.0
22019,1610612752,NYK,New York Knicks,0021900828,2020-02-21,NYK vs. IND,L,242,98,35,81,0.432,11,25.0,0.44,17,25,0.68,5.0,35.0,40.0,21,7,7,15,26,-8.0
22019,1610612752,NYK,New York Knicks,0021900811,2020-02-12,NYK vs. WAS,L,238,96,36,88,0.409,3,23.0,0.13,21,29,0.724,14.0,38.0,52.0,19,10,3,20,27,-18.0
22019,1610612752,NYK,New York Knicks,0021900787,2020-02-09,NYK @ ATL,L,291,135,52,110,0.473,13,34.0,0.382,18,25,0.72,15.0,41.0,56.0,30,12,6,17,29,-5.0
22019,1610612752,NYK,New York Knicks,0021900779,2020-02-08,NYK @ DET,W,239,95,38,85,0.447,8,22.0,0.364,11,17,0.647,16.0,31.0,47.0,24,5,6,15,21,3.0
22019,1610612752,NYK,New York Knicks,0021900764,2020-02-06,NYK vs. ORL,W,241,105,43,92,0.467,6,20.0,0.3,13,19,0.684,10.0,29.0,39.0,27,12,5,13,23,2.0
22019,1610612752,NYK,New York Knicks,0021900742,2020-02-03,NYK @ CLE,W,264,139,57,102,0.559,10,26.0,0.385,15,21,0.714,12.0,34.0,46.0,33,11,1,12,18,5.0
22019,1610612752,NYK,New York Knicks,0021900728,2020-02-01,NYK @ IND,W,241,92,34,82,0.415,7,26.0,0.269,17,23,0.739,14.0,43.0,57.0,19,5,1,12,20,7.0
22019,1610612752,NYK,New York Knicks,0021900710,2020-01-29,NYK vs. MEM,L,240,106,39,91,0.429,9,28.0,0.321,19,29,0.655,11.0,35.0,46.0,26,9,6,16,22,-21.0
22019,1610612752,NYK,New York Knicks,0021900699,2020-01-28,NYK @ CHA,L,241,92,38,86,0.442,9,32.0,0.281,7,11,0.636,8.0,34.0,42.0,17,5,7,13,26,-5.0
22019,1610612752,NYK,New York Knicks,0021900688,2020-01-26,NYK vs. BKN,W,239,110,49,92,0.533,6,19.0,0.316,6,13,0.462,14.0,34.0,48.0,19,7,8,13,23,13.0
22019,1610612752,NYK,New York Knicks,0021900672,2020-01-24,NYK vs. TOR,L,240,112,42,85,0.494,13,36.0,0.361,15,21,0.714,14.0,32.0,46.0,26,5,4,14,21,-6.0
22019,1610612752,NYK,New York Knicks,0021900659,2020-01-22,NYK vs. LAL,L,240,92,36,88,0.409,11,34.0,0.324,9,13,0.692,13.0,34.0,47.0,24,4,4,17,23,-8.0
22019,1610612752,NYK,New York Knicks,0021900643,2020-01-20,NYK @ CLE,W,240,106,41,85,0.482,9,23.0,0.391,15,17,0.882,7.0,42.0,49.0,17,6,9,10,17,20.0
22019,1610612752,NYK,New York Knicks,0021900630,2020-01-18,NYK vs. PHI,L,241,87,35,88,0.398,6,25.0,0.24,11,18,0.611,12.0,36.0,48.0,20,4,5,14,18,-3.0
22019,1610612752,NYK,New York Knicks,0021900614,2020-01-16,NYK vs. PHX,L,240,98,37,90,0.411,8,26.0,0.308,16,24,0.667,10.0,30.0,40.0,21,12,3,18,21,-23.0
22019,1610612752,NYK,New York Knicks,0021900601,2020-01-14,NYK @ MIL,L,239,102,36,102,0.353,11,37.0,0.297,19,26,0.731,12.0,37.0,49.0,26,7,3,11,21,-26.0
22019,1610612752,NYK,New York Knicks,0021900584,2020-01-12,NYK vs. MIA,W,240,124,46,90,0.511,9,31.0,0.29,23,28,0.821,10.0,29.0,39.0,24,11,3,6,23,3.0
22019,1610612752,NYK,New York Knicks,0021900569,2020-01-10,NYK vs. NOP,L,241,111,46,100,0.46,5,27.0,0.185,14,20,0.7,14.0,32.0,46.0,26,13,1,13,16,-12.0
22019,1610612752,NYK,New York Knicks,0021900561,2020-01-08,NYK @ UTA,L,240,104,42,97,0.433,9,25.0,0.36,11,11,1.0,14.0,27.0,41.0,18,3,1,9,17,-24.0
22019,1610612752,NYK,New York Knicks,0021900553,2020-01-07,NYK @ LAL,L,241,87,37,95,0.389,4,20.0,0.2,9,16,0.563,15.0,32.0,47.0,15,10,3,16,20,-30.0
22019,1610612752,NYK,New York Knicks,0021900534,2020-01-05,NYK @ LAC,L,241,132,48,84,0.571,12,23.0,0.522,24,37,0.649,8.0,29.0,37.0,22,11,4,16,26,-3.0
22019,1610612752,NYK,New York Knicks,0021900521,2020-01-03,NYK @ PHX,L,241,112,41,92,0.446,10,37.0,0.27,20,30,0.667,13.0,39.0,52.0,19,7,7,15,26,-8.0
22019,1610612752,NYK,New York Knicks,0021900505,2020-01-01,NYK vs. POR,W,239,117,47,98,0.48,14,36.0,0.389,9,14,0.643,9.0,46.0,55.0,29,3,6,7,14,24.0
22019,1610612752,NYK,New York Knicks,0021900476,2019-12-28,NYK @ WAS,W,240,107,38,85,0.447,11,31.0,0.355,20,26,0.769,11.0,45.0,56.0,25,5,5,21,25,7.0
22019,1610612752,NYK,New York Knicks,0021900461,2019-12-26,NYK @ BKN,W,239,94,37,92,0.402,9,29.0,0.31,11,15,0.733,13.0,47.0,60.0,16,6,2,13,27,12.0
22019,1610612752,NYK,New York Knicks,0021900447,2019-12-23,NYK vs. WAS,L,241,115,44,93,0.473,15,36.0,0.417,12,15,0.8,11.0,33.0,44.0,29,4,10,14,25,-6.0
22019,1610612752,NYK,New York Knicks,0021900434,2019-12-21,NYK vs. MIL,L,240,102,39,97,0.402,9,30.0,0.3,15,21,0.714,9.0,38.0,47.0,23,10,6,14,27,-21.0
22019,1610612752,NYK,New York Knicks,0021900424,2019-12-20,NYK @ MIA,L,240,114,41,94,0.436,10,34.0,0.294,22,33,0.667,13.0,28.0,41.0,23,11,2,8,25,-15.0
22019,1610612752,NYK,New York Knicks,0021900403,2019-12-17,NYK vs. ATL,W,242,143,53,95,0.558,13,28.0,0.464,24,31,0.774,13.0,42.0,55.0,30,7,6,11,21,23.0
22019,1610612752,NYK,New York Knicks,0021900392,2019-12-15,NYK @ DEN,L,240,105,44,94,0.468,8,32.0,0.25,9,10,0.9,14.0,33.0,47.0,20,9,2,11,19,-6.0
22019,1610612752,NYK,New York Knicks,0021900378,2019-12-13,NYK @ SAC,W,240,103,44,95,0.463,9,30.0,0.3,6,10,0.6,14.0,34.0,48.0,24,7,3,8,18,2.0
22019,1610612752,NYK,New York Knicks,0021900366,2019-12-11,NYK @ GSW,W,265,124,43,90,0.478,12,29.0,0.414,26,34,0.765,12.0,46.0,58.0,25,5,7,18,24,2.0
22019,1610612752,NYK,New York Knicks,0021900355,2019-12-10,NYK @ POR,L,240,87,32,91,0.352,7,38.0,0.184,16,26,0.615,11.0,36.0,47.0,16,5,3,11,18,-28.0
22019,1610612752,NYK,New York Knicks,0021900331,2019-12-07,NYK vs. IND,L,238,103,39,96,0.406,10,31.0,0.323,15,21,0.714,15.0,37.0,52.0,24,11,6,11,14,-1.0
22019,1610612752,NYK,New York Knicks,0021900317,2019-12-05,NYK vs. DEN,L,240,92,34,83,0.41,9,34.0,0.265,15,23,0.652,5.0,28.0,33.0,23,9,7,14,16,-37.0
22019,1610612752,NYK,New York Knicks,0021900297,2019-12-02,NYK @ MIL,L,240,88,28,91,0.308,10,39.0,0.256,22,33,0.667,14.0,28.0,42.0,13,4,7,10,21,-44.0
22019,1610612752,NYK,New York Knicks,0021900285,2019-12-01,NYK vs. BOS,L,242,104,35,76,0.461,8,26.0,0.308,26,37,0.703,8.0,31.0,39.0,15,7,6,14,25,-9.0
22019,1610612752,NYK,New York Knicks,0021900271,2019-11-29,NYK vs. PHI,L,240,95,34,78,0.436,8,20.0,0.4,19,33,0.576,9.0,28.0,37.0,14,5,4,14,33,-6.0
22019,1610612752,NYK,New York Knicks,0021900258,2019-11-27,NYK @ TOR,L,243,98,33,88,0.375,12,41.0,0.293,20,24,0.833,15.0,30.0,45.0,19,6,4,18,17,-28.0
22019,1610612752,NYK,New York Knicks,0021900236,2019-11-24,NYK vs. BKN,L,240,101,37,80,0.463,18,35.0,0.514,9,16,0.563,9.0,34.0,43.0,22,6,4,16,29,-2.0
22019,1610612752,NYK,New York Knicks,0021900229,2019-11-23,NYK vs. SAS,L,239,104,40,93,0.43,15,40.0,0.375,9,15,0.6,10.0,27.0,37.0,30,12,3,11,22,-7.0
22019,1610612752,NYK,New York Knicks,0021900202,2019-11-20,NYK @ PHI,L,241,104,40,84,0.476,13,25.0,0.52,11,15,0.733,7.0,35.0,42.0,17,8,6,14,25,-5.0
22019,1610612752,NYK,New York Knicks,0021900189,2019-11-18,NYK vs. CLE,W,241,123,44,98,0.449,8,23.0,0.348,27,35,0.771,19.0,28.0,47.0,17,8,10,7,24,18.0
22019,1610612752,NYK,New York Knicks,0021900177,2019-11-16,NYK vs. CHA,L,240,102,39,86,0.453,6,20.0,0.3,18,23,0.783,13.0,35.0,48.0,22,5,1,11,21,-1.0
22019,1610612752,NYK,New York Knicks,0021900162,2019-11-14,NYK vs. DAL,W,240,106,42,94,0.447,13,30.0,0.433,9,11,0.818,15.0,38.0,53.0,20,6,2,15,27,3.0
22019,1610612752,NYK,New York Knicks,0021900149,2019-11-12,NYK @ CHI,L,241,102,36,88,0.409,10,32.0,0.313,20,31,0.645,13.0,25.0,38.0,27,12,1,18,28,-18.0
22019,1610612752,NYK,New York Knicks,0021900136,2019-11-10,NYK vs. CLE,L,239,87,31,86,0.36,9,31.0,0.29,16,25,0.64,17.0,35.0,52.0,19,11,8,21,26,-21.0
22019,1610612752,NYK,New York Knicks,0021900122,2019-11-08,NYK @ DAL,W,241,106,37,89,0.416,14,28.0,0.5,18,31,0.581,14.0,42.0,56.0,19,9,3,12,20,4.0
